# id: Unique edge ID
# source: Source node ID
# target: Target node ID
# relation: contains | imports | calls | inherits | references
# lineno: Line number where relation occurs
# end_lineno: End line number where relation occurs
id,source,target,relation,lineno,end_lineno
34a23e14adebb91e,f05d2c687f695ab8,9ad6f1d7e67c48f6,calls,173,183
815e7d5df25d719b,f05d2c687f695ab8,f05d2c687f695ab8,calls,186,186
694e77b58f58c4c8,f05d2c687f695ab8,9ad6f1d7e67c48f6,calls,191,201
9a9e5d17f4c08e7b,9ad6f1d7e67c48f6,2ad81157983979ea,calls,219,219
9ee30343db61012d,9ad6f1d7e67c48f6,58e5fdf99e5b2809,calls,225,235
a61e871f2a45ca9b,9ad6f1d7e67c48f6,5e703d95448cc12e,calls,240,240
af0093dd9f82dacc,5e703d95448cc12e,e8c475ae19653413,calls,256,256
515d1efe2f6ba954,98fbd7bd5466cbf6,ef20464cd03db127,calls,295,295
4f273ad35be26140,98fbd7bd5466cbf6,379cf9031718bc83,calls,301,301
fed619a5d257e511,98fbd7bd5466cbf6,ef20464cd03db127,calls,308,314
1623673c1d35bf46,98fbd7bd5466cbf6,ef20464cd03db127,calls,338,344
e0a349c109cf7864,98fbd7bd5466cbf6,5e703d95448cc12e,calls,350,356
5549540bb7f4df8c,98fbd7bd5466cbf6,379cf9031718bc83,calls,362,362
e41773a9bba4ac67,98fbd7bd5466cbf6,ef20464cd03db127,calls,370,376
bb4b3cbb1d9656a1,98fbd7bd5466cbf6,5e703d95448cc12e,calls,382,388
d3707844e2c14fbb,ef20464cd03db127,5e703d95448cc12e,calls,404,410
3bc56a9c8bcd7f2d,e448a7eb64ccd072,bb007d5b33fd84d7,calls,164,164
fe29124e9e33635a,002b01e06cc889dd,e448a7eb64ccd072,calls,187,187
9228434e9e8606e1,002b01e06cc889dd,c9c83ad439a7b95b,calls,194,199
dc4d36c9689e9a3d,002b01e06cc889dd,c9c83ad439a7b95b,calls,201,206
f6a6779490cb13d0,1f4b194e9188b5ed,e448a7eb64ccd072,calls,214,214
655a0bd599433e15,14329b9007151c9b,518fa6de2b5ca646,calls,73,77
e2da7c8528138ff4,14329b9007151c9b,9c172ba35d1faf70,calls,79,83
f51afccc17455b01,14329b9007151c9b,ad6a90a3221787ab,calls,85,85
2cd75e98d1e60321,14329b9007151c9b,77e3aac24e56fde4,calls,85,85
e4ad91c20a3f8e26,14329b9007151c9b,002b01e06cc889dd,calls,89,89
e4ad91c20a3f8e26,14329b9007151c9b,002b01e06cc889dd,calls,89,89
e776c3b831908ef7,14329b9007151c9b,1f4b194e9188b5ed,calls,91,91
e776c3b831908ef7,14329b9007151c9b,1f4b194e9188b5ed,calls,91,91
97c7cdf8410611df,b289a1cca3d5ca1f,14329b9007151c9b,calls,95,95
98e9c3e9c4147ee5,b289a1cca3d5ca1f,14329b9007151c9b,references,95,95
5dfd2fa9f157a820,38f920077358d050,6ee33ff451a9a623,calls,81,81
e6ebc587c1f53cb5,38f920077358d050,44300fb3319f8d7b,calls,82,82
3aa2e0414acd621e,38f920077358d050,912fe5ee0108a1a7,calls,88,88
c786bd73082cb01a,912fe5ee0108a1a7,e2238828b64db8c2,calls,133,133
f9482e549e6eed3c,912fe5ee0108a1a7,5667acab2e06bd21,calls,138,138
8d1a8aabe7e67ccc,e2238828b64db8c2,9c172ba35d1faf70,calls,150,154
16fe8f3f16976e3a,e2238828b64db8c2,77e3aac24e56fde4,calls,155,155
e9b44d0fff4ccb89,e2238828b64db8c2,002b01e06cc889dd,calls,156,156
b26ca1214aef35d6,5667acab2e06bd21,518fa6de2b5ca646,calls,163,167
5f2144ea035216c4,5667acab2e06bd21,ad6a90a3221787ab,calls,168,168
ff75a4c9a207e2f6,5667acab2e06bd21,002b01e06cc889dd,calls,169,169
c2d58683a81566f0,68b32c842e7c171d,eea2b9557dc6ac22,calls,41,41
d45c278343d2401d,68b32c842e7c171d,ec914e4686343c14,calls,42,42
bed7208d2da7a8db,68b32c842e7c171d,788db200953e4e31,calls,43,43
314104851ea3588e,a4c0354e62d90c00,9c6e368adead5686,calls,211,211
f060c6e20dfe08f0,a4c0354e62d90c00,54d751ff05e28029,calls,215,215
4d7e800db41e58c5,77e3aac24e56fde4,b9cb0c32a562bcea,calls,22,22
60b1aeef813229ff,77e3aac24e56fde4,cfaf1abe8d5149ff,calls,25,25
8ca8730608fe9abe,77e3aac24e56fde4,198c63a6506d90d1,calls,28,28
eb60c49ffe7854b0,198c63a6506d90d1,be1cde83a03a42d1,calls,73,73
8a08916328e2c271,198c63a6506d90d1,0f5750a7417f8620,calls,76,76
e07c74d152030667,198c63a6506d90d1,58e5fdf99e5b2809,calls,87,92
c07599110872b4ea,198c63a6506d90d1,9ea91f0b3c1f7929,calls,96,96
06b3bfe575869a88,198c63a6506d90d1,a0cd154f71244cad,calls,97,97
1729cab5886a316d,198c63a6506d90d1,198c63a6506d90d1,calls,111,115
d9e784520706198e,d1669e0238ba402a,77155bee62266c00,calls,38,38
